Sample_ID,Timestamp,Ground_Truth_Class,Predicted_Threat_Class,Confidence_Score (%),Physical_Actual_Signal (tcp.len),Digital_Twin_Forecast (tcp.len),Mean_Continuous_Residual,Operational_Filter_Decision,Filter_Reason,Primary_SHAP_Risk_Driver,Operational_Outcome,Industrial_Protection_Benefit
1334,2026-08-23 11:53:03,Uploading,Uploading,99.21,0.0,0.0,3028.1405,PASS,High-fidelity alert: Confidence (99.2%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1335,2026-08-23 11:53:04,Vulnerability_scanner,Vulnerability_scanner,99.97,494.0,0.0,12479.956,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1336,2026-08-23 11:53:04,Normal,Normal,99.95,0.0,0.0,1179.5709,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
1337,2026-08-23 11:53:05,MITM,MITM,27.55,0.0,0.0,2426.4614,SUPPRESS,Alert suppressed: Low model confidence (27.5% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1338,2026-08-23 11:53:05,Ransomware,Ransomware,99.96,464.0,2.55,96950.7039,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1339,2026-08-23 11:53:06,Fingerprinting,Fingerprinting,99.16,0.0,0.0,2716.5382,PASS,High-fidelity alert: Confidence (99.2%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1340,2026-08-23 11:53:06,MITM,Ransomware,25.21,0.0,0.0,2654.0754,SUPPRESS,Alert suppressed: Low model confidence (25.2% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1341,2026-08-23 11:53:07,Fingerprinting,Fingerprinting,98.25,0.0,0.0,6536.36,PASS,High-fidelity alert: Confidence (98.3%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1342,2026-08-23 11:53:07,SQL_injection,SQL_injection,66.27,0.0,0.0,3883.1603,PASS,High-fidelity alert: Confidence (66.3%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1343,2026-08-23 11:53:08,Uploading,Uploading,99.46,0.0,0.0,3902.9657,PASS,High-fidelity alert: Confidence (99.5%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1344,2026-08-23 11:53:08,SQL_injection,SQL_injection,99.78,0.0,0.0,2185.4109,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1345,2026-08-23 11:53:09,Fingerprinting,Fingerprinting,99.56,0.0,0.0,1982.1149,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1346,2026-08-23 11:53:09,Ransomware,Ransomware,99.96,0.0,0.0,30116.897,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1347,2026-08-23 11:53:10,Fingerprinting,Ransomware,29.76,0.0,0.0,2570.2705,SUPPRESS,Alert suppressed: Low model confidence (29.8% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1348,2026-08-23 11:53:10,SQL_injection,SQL_injection,99.81,0.0,0.0,2863.7091,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1349,2026-08-23 11:53:11,Normal,Normal,99.92,0.0,0.0,364.6909,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
1350,2026-08-23 11:53:11,Vulnerability_scanner,Vulnerability_scanner,99.55,0.0,0.0,1770.4967,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1351,2026-08-23 11:53:12,DDoS_UDP,DDoS_UDP,99.96,0.0,0.0,25736.3907,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1352,2026-08-23 11:53:12,Backdoor,MITM,31.16,0.0,0.0,7281.7831,SUPPRESS,Alert suppressed: Low model confidence (31.2% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1353,2026-08-23 11:53:13,Ransomware,Ransomware,99.96,0.0,0.0,339309.3107,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1354,2026-08-23 11:53:13,Fingerprinting,Fingerprinting,99.17,0.0,0.0,5241.6885,PASS,High-fidelity alert: Confidence (99.2%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1355,2026-08-23 11:53:14,Uploading,Uploading,98.85,149.0,1.15,1499.918,PASS,High-fidelity alert: Confidence (98.8%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1356,2026-08-23 11:53:14,Normal,Normal,99.93,0.0,0.0,5745.0384,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
1357,2026-08-23 11:53:15,Password,Uploading,69.1,0.0,0.0,3500.3768,PASS,High-fidelity alert: Confidence (69.1%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1358,2026-08-23 11:53:15,Password,Password,95.89,302.0,2.64,5114.3337,PASS,High-fidelity alert: Confidence (95.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1359,2026-08-23 11:53:16,Ransomware,Ransomware,99.94,320.0,3.22,43238.3091,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1360,2026-08-23 11:53:16,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,8092.65,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1361,2026-08-23 11:53:17,DDoS_TCP,DDoS_TCP,99.95,120.0,3.42,41973497.9501,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1362,2026-08-23 11:53:17,Normal,Normal,99.96,0.0,0.0,4465.4294,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
1363,2026-08-23 11:53:18,Password,Password,98.62,1448.0,5.74,1936.7122,PASS,High-fidelity alert: Confidence (98.6%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1364,2026-08-23 11:53:18,DDoS_TCP,DDoS_TCP,99.96,120.0,0.49,155076741.8106,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1365,2026-08-23 11:53:19,Normal,Normal,99.93,41.0,3.34,101.126,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
1366,2026-08-23 11:53:19,Vulnerability_scanner,Vulnerability_scanner,99.96,270.0,2.65,10607.5412,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1367,2026-08-23 11:53:20,Uploading,Uploading,99.87,0.0,0.0,3790.8078,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1368,2026-08-23 11:53:20,Ransomware,MITM,41.2,0.0,0.0,2015.8891,SUPPRESS,Alert suppressed: Low model confidence (41.2% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1369,2026-08-23 11:53:21,MITM,MITM,31.1,0.0,0.0,2879.8219,SUPPRESS,Alert suppressed: Low model confidence (31.1% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1370,2026-08-23 11:53:21,MITM,Ransomware,43.64,0.0,0.0,1682.5349,SUPPRESS,Alert suppressed: Low model confidence (43.6% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1371,2026-08-23 11:53:22,Port_Scanning,Port_Scanning,99.93,0.0,0.0,39074477.238,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1372,2026-08-23 11:53:22,Normal,Normal,99.93,14.0,10.38,890.0217,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
1373,2026-08-23 11:53:23,MITM,MITM,99.77,5353.0,3.89,3051.1017,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['arp.opcode'] match known domain mechanics.,arp.opcode,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1374,2026-08-23 11:53:23,Backdoor,Backdoor,99.96,1408.0,6.92,43981.6844,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1375,2026-08-23 11:53:24,Password,Password,99.46,310.0,7.22,5414.8053,PASS,High-fidelity alert: Confidence (99.5%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1376,2026-08-23 11:53:24,DDoS_UDP,DDoS_UDP,99.95,0.0,0.0,168092.4359,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1377,2026-08-23 11:53:25,Fingerprinting,Fingerprinting,99.69,0.0,0.0,751.4354,PASS,High-fidelity alert: Confidence (99.7%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1378,2026-08-23 11:53:25,Ransomware,Ransomware,99.84,464.0,0.0,812162.8986,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1379,2026-08-23 11:53:26,Ransomware,MITM,35.55,0.0,0.0,7281.799,SUPPRESS,Alert suppressed: Low model confidence (35.5% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1380,2026-08-23 11:53:26,Port_Scanning,Port_Scanning,99.94,0.0,0.0,232730216.07,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1381,2026-08-23 11:53:27,Normal,Normal,99.92,32.0,0.62,2009181.9448,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
1382,2026-08-23 11:53:27,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,15450.2053,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1383,2026-08-23 11:53:28,DDoS_HTTP,DDoS_HTTP,97.78,0.0,0.0,1150.5152,PASS,High-fidelity alert: Confidence (97.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1384,2026-08-23 11:53:28,Ransomware,Port_Scanning,45.03,0.0,0.0,774.709,SUPPRESS,Alert suppressed: Low model confidence (45.0% < 65.0%).,tcp.dstport,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1385,2026-08-23 11:53:29,Backdoor,Backdoor,99.96,512.0,6.09,72266.8963,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1386,2026-08-23 11:53:29,Ransomware,Ransomware,99.96,0.0,0.0,33487.7438,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1387,2026-08-23 11:53:30,DDoS_ICMP,DDoS_ICMP,99.94,0.0,0.0,11396.4279,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1388,2026-08-23 11:53:30,DDoS_TCP,DDoS_TCP,99.96,120.0,3.73,30627726.3189,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1389,2026-08-23 11:53:31,DDoS_ICMP,DDoS_ICMP,99.94,0.0,0.0,11881.1991,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1390,2026-08-23 11:53:31,DDoS_UDP,DDoS_UDP,99.97,0.0,0.0,14676.6354,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1391,2026-08-23 11:53:32,DDoS_TCP,DDoS_TCP,99.84,0.0,0.0,676.8757,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1392,2026-08-23 11:53:32,Fingerprinting,Fingerprinting,98.93,0.0,0.0,136521.8265,PASS,High-fidelity alert: Confidence (98.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1393,2026-08-23 11:53:33,SQL_injection,DDoS_HTTP,46.18,0.0,0.0,6479.3397,SUPPRESS,Alert suppressed: Low model confidence (46.2% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
1394,2026-08-23 11:53:33,Ransomware,Ransomware,99.88,464.0,0.0,40266.7869,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1395,2026-08-23 11:53:34,MITM,MITM,99.78,5353.0,0.0,17882.9995,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['arp.opcode'] match known domain mechanics.,arp.opcode,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1396,2026-08-23 11:53:34,SQL_injection,SQL_injection,99.82,0.0,0.0,2669.889,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1397,2026-08-23 11:53:35,Vulnerability_scanner,Vulnerability_scanner,88.2,0.0,0.0,1436.2671,PASS,High-fidelity alert: Confidence (88.2%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1398,2026-08-23 11:53:35,Fingerprinting,Fingerprinting,99.5,0.0,0.0,7143.0741,PASS,High-fidelity alert: Confidence (99.5%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1399,2026-08-23 11:53:36,Backdoor,Backdoor,99.96,400.0,2.52,196306.1916,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1400,2026-08-23 11:53:36,Backdoor,Backdoor,99.94,304.0,0.01,91547.2394,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
1401,2026-08-23 11:53:37,SQL_injection,SQL_injection,99.56,0.0,0.0,4893.4229,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
